id,nombre,familia_id,familia,microfamilia_id,microfamilia,nivel,tipo_perfil,zona_referencia,modalidad_referencia,competencias_clave,certificaciones_sugeridas,educacion_minima,experiencia_sugerida,palabras_clave,perfiles_similares
PER-CR-1124,Gestor/a emprendedor/a en Deporte enfoque 24,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1124,Deporte enfoque 24 · Emprendimiento,Emprendimiento,Emprendimiento,Guanacaste,Presencial,Deporte enfoque 24; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a emprendedor/a en Deporte enfoque 24 Deporte enfoque 24 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1125,Gerente de Deporte enfoque 25,deporte_bienestar,"Deporte, recreación y bienestar físico",MF-CR-1125,Deporte enfoque 25 · Gerencial / estratégico,Gerencial / estratégico,Gerencial,Zona Sur,Virtual,Deporte enfoque 25; deporte; entrenador; gimnasio; bienestar; recreacion; recreación; actividad fisica,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gerente de Deporte enfoque 25 Deporte enfoque 25 Deporte, recreación y bienestar físico deporte_bienestar deporte entrenador gimnasio bienestar recreacion recreación actividad fisica actividad física nutricion nutrición",
PER-CR-1126,Auxiliar de belleza,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1126,belleza · Entrada / auxiliar,Entrada / auxiliar,Operativo,Puntarenas,Híbrido,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Auxiliar de belleza belleza Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1127,Asistente de estetica,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1127,estetica · Asistente,Asistente,Técnico inicial,Zona Norte,Campo,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,0-1 año,"Asistente de estetica estetica Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1128,Técnico/a en estética,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1128,estética · Técnico,Técnico,Técnico,GAM,Mixto,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a en estética estética Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1129,Técnico/a certificado/a en cosmetologia,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1129,cosmetologia · Técnico certificado,Técnico certificado,Técnico certificado,Alajuela,Presencial,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Técnico/a certificado/a en cosmetologia cosmetologia Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1130,Operador/a especializado/a en cosmetología,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1130,cosmetología · Operativo especializado,Operativo especializado,Operativo especializado,Heredia,Virtual,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Operador/a especializado/a en cosmetología cosmetología Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1131,Analista junior de moda,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1131,moda · Analista junior,Analista junior,Técnico avanzado,Puntarenas,Híbrido,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista junior de moda moda Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1132,Analista de maquillaje,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1132,maquillaje · Analista,Analista,Técnico avanzado,Zona Norte,Campo,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista de maquillaje maquillaje Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1133,Analista senior de barberia,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1133,barberia · Analista senior,Analista senior,Profesional,GAM,Mixto,belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje; barberia,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,1-3 años,"Analista senior de barberia barberia Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1134,Especialista en barbería,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1134,barbería · Especialista,Especialista,Profesional / técnico avanzado,Alajuela,Presencial,barbería; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista en barbería barbería Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1135,Coordinador/a de salon,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1135,salon · Coordinador,Coordinador,Coordinación,Heredia,Virtual,salon; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Coordinador/a de salon salon Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1136,Supervisor/a de salón,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1136,salón · Supervisor,Supervisor,Supervisión,Puntarenas,Híbrido,salón; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Supervisor/a de salón salón Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1137,Jefatura de cuidado,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1137,cuidado · Jefatura,Jefatura,Jefatura,Zona Norte,Campo,cuidado; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Jefatura de cuidado cuidado Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1138,Consultor/a de personal,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1138,personal · Consultor,Consultor,Consultoría,GAM,Mixto,personal; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Consultor/a de personal personal Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1139,Gestor/a de Belleza enfoque 14,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1139,Belleza enfoque 14 · Gestor,Gestor,Gestión,Alajuela,Presencial,Belleza enfoque 14; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Gestor/a de Belleza enfoque 14 Belleza enfoque 14 Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1140,Instructor/a de Belleza enfoque 15,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1140,Belleza enfoque 15 · Instructor / formador,Instructor / formador,Formación,Heredia,Virtual,Belleza enfoque 15; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Instructor/a de Belleza enfoque 15 Belleza enfoque 15 Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1141,Inspector/a de calidad en Belleza enfoque 16,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1141,Belleza enfoque 16 · Control de calidad,Control de calidad,Calidad,Puntarenas,Híbrido,Belleza enfoque 16; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Inspector/a de calidad en Belleza enfoque 16 Belleza enfoque 16 Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1142,Analista de datos y reportes de Belleza enfoque 17,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1142,Belleza enfoque 17 · Datos y reportes,Datos y reportes,Datos / analítica,Zona Norte,Campo,Belleza enfoque 17; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Analista de datos y reportes de Belleza enfoque 17 Belleza enfoque 17 Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
PER-CR-1143,Especialista digital en Belleza enfoque 18,moda_belleza,"Belleza, estética, moda y cuidado personal",MF-CR-1143,Belleza enfoque 18 · Herramientas digitales,Herramientas digitales,Digital,GAM,Mixto,Belleza enfoque 18; belleza; estetica; estética; cosmetologia; cosmetología; moda; maquillaje,Curso INA/MEP/educación continua relacionado; verificar CONESUP/SINAES cuando aplique,Según puesto: primaria/secundaria/técnico/diplomado/universitario,3+ años,"Especialista digital en Belleza enfoque 18 Belleza enfoque 18 Belleza, estética, moda y cuidado personal moda_belleza belleza estetica estética cosmetologia cosmetología moda maquillaje barberia barbería salon salón",
